源文件: C:\Users\34652\Desktop\20260629_重新搭建方案后日志.log
异常定义: 同一日志行中，行首时间与消息内部 DateTime.Now 时间相差超过 100ms。
异常数量: 854
生成时间: 2026-06-29 22:30:36.023

格式: 行号 | 行首时间 | 内部时间 | 偏差ms | 原始日志
539 | 2026-06-29 20:44:32.648351 | 2026-06-29 20:44:33.886 | 1237.649 | 2026-06-29 20:44:32.648351    Info    回调函数左端子(DA7501960) 执行完毕, 总耗时:7ms, 2026-06-29 20:44:33.886    D:\MyCode\PublicWook\TDJS-Vision\Device\Camera\CameraHik.cs    GetImageCallBack    424    
540 | 2026-06-29 20:44:32.648352 | 2026-06-29 20:44:33.886 | 1237.648 | 2026-06-29 20:44:32.648352    Info    回调函数右端子(DA7501958) 执行完毕, 总耗时:7ms, 2026-06-29 20:44:33.886    D:\MyCode\PublicWook\TDJS-Vision\Device\Camera\CameraHik.cs    GetImageCallBack    424    
541 | 2026-06-29 20:44:32.648393 | 2026-06-29 20:44:33.886 | 1237.607 | 2026-06-29 20:44:32.648393    Info    流程【端子左】专用线程执行Run方法, 排队等待=0ms, 执行次数=3, 2026-06-29 20:44:33.886    D:\MyCode\PublicWook\TDJS-Vision\Node\1-Acquisition\ImageSource\NodeImageSource.cs    RunPendingCallbackFrame    275    
542 | 2026-06-29 20:44:32.648393 | 2026-06-29 20:44:33.886 | 1237.607 | 2026-06-29 20:44:32.648393    Info    流程【端子右】专用线程执行Run方法, 排队等待=0ms, 执行次数=2, 2026-06-29 20:44:33.886    D:\MyCode\PublicWook\TDJS-Vision\Node\1-Acquisition\ImageSource\NodeImageSource.cs    RunPendingCallbackFrame    275    
546 | 2026-06-29 20:44:32.649747 | 2026-06-29 20:44:33.888 | 1238.253 | 2026-06-29 20:44:32.649747    Info    流程端子左AI检测开始2026-06-29 20:44:33.888！    D:\MyCode\PublicWook\TDJS-Vision\Node\3-Detection\TDAI\NodeTDAI.cs    Run    67    
547 | 2026-06-29 20:44:32.649776 | 2026-06-29 20:44:33.888 | 1238.224 | 2026-06-29 20:44:32.649776    Info    流程端子左AI检测,图像获取完毕2026-06-29 20:44:33.888！    D:\MyCode\PublicWook\TDJS-Vision\Node\3-Detection\TDAI\NodeTDAI.cs    Run    74    
552 | 2026-06-29 20:44:32.652673 | 2026-06-29 20:44:33.890 | 1237.327 | 2026-06-29 20:44:32.652673    Info    流程端子右AI检测开始2026-06-29 20:44:33.890！    D:\MyCode\PublicWook\TDJS-Vision\Node\3-Detection\TDAI\NodeTDAI.cs    Run    67    
553 | 2026-06-29 20:44:32.652689 | 2026-06-29 20:44:33.890 | 1237.311 | 2026-06-29 20:44:32.652689    Info    流程端子右AI检测,图像获取完毕2026-06-29 20:44:33.890！    D:\MyCode\PublicWook\TDJS-Vision\Node\3-Detection\TDAI\NodeTDAI.cs    Run    74    
557 | 2026-06-29 20:44:32.655928 | 2026-06-29 20:44:33.893 | 1237.072 | 2026-06-29 20:44:32.655928    Info    流程端子左AI检测,Modbus地址56 获取完毕:2, 2026-06-29 20:44:33.893！    D:\MyCode\PublicWook\TDJS-Vision\Node\3-Detection\TDAI\NodeTDAI.cs    Run    136    
558 | 2026-06-29 20:44:32.665952 | 2026-06-29 20:44:33.903 | 1237.048 | 2026-06-29 20:44:32.665952    Info    流程端子右AI检测,Modbus地址57 获取完毕:2, 2026-06-29 20:44:33.903！    D:\MyCode\PublicWook\TDJS-Vision\Node\3-Detection\TDAI\NodeTDAI.cs    Run    136    
559 | 2026-06-29 20:44:32.694506 | 2026-06-29 20:44:33.932 | 1237.494 | 2026-06-29 20:44:32.694506    Info    流程端子左AI检测推理完毕,结果数量:5 2026-06-29 20:44:33.932！    D:\MyCode\PublicWook\TDJS-Vision\Node\3-Detection\TDAI\NodeTDAI.cs    Run    163    
560 | 2026-06-29 20:44:32.694552 | 2026-06-29 20:44:33.933 | 1238.448 | 2026-06-29 20:44:32.694552    Info    流程端子左AI检测结果值:下标:1  Box:650,706,140,71 ---下标:4  Box:457,716,81,90 ---下标:3  Box:538,709,92,81 ---下标:2  Box:630,705,20,82 ---下标:0  Box:790,709,15,61 --- 2026-06-29 20:44:33.933！    D:\MyCode\PublicWook\TDJS-Vision\Node\3-Detection\TDAI\Parse\RL12Parse.cs    Parse    54    
561 | 2026-06-29 20:44:32.694552 | 2026-06-29 20:44:33.933 | 1238.448 | 2026-06-29 20:44:32.694552    Info    流程端子右AI检测推理完毕,结果数量:5 2026-06-29 20:44:33.933！    D:\MyCode\PublicWook\TDJS-Vision\Node\3-Detection\TDAI\NodeTDAI.cs    Run    163    
562 | 2026-06-29 20:44:32.694566 | 2026-06-29 20:44:33.933 | 1238.434 | 2026-06-29 20:44:32.694566    Info    流程端子右AI检测结果值:下标:4  Box:423,662,84,91 ---下标:1  Box:609,671,137,71 ---下标:3  Box:507,668,82,85 ---下标:2  Box:590,668,19,84 ---下标:0  Box:745,670,14,64 --- 2026-06-29 20:44:33.933！    D:\MyCode\PublicWook\TDJS-Vision\Node\3-Detection\TDAI\Parse\RL12Parse.cs    Parse    54    
563 | 2026-06-29 20:44:32.694613 | 2026-06-29 20:44:33.933 | 1238.387 | 2026-06-29 20:44:32.694613    Info    流程端子右AI检测结果运算完毕2026-06-29 20:44:33.933！    D:\MyCode\PublicWook\TDJS-Vision\Node\3-Detection\TDAI\NodeTDAI.cs    Run    174    
564 | 2026-06-29 20:44:32.694613 | 2026-06-29 20:44:33.933 | 1238.387 | 2026-06-29 20:44:32.694613    Info    流程端子左AI检测结果运算完毕2026-06-29 20:44:33.933！    D:\MyCode\PublicWook\TDJS-Vision\Node\3-Detection\TDAI\NodeTDAI.cs    Run    174    
565 | 2026-06-29 20:44:32.694627 | 2026-06-29 20:44:33.933 | 1238.373 | 2026-06-29 20:44:32.694627    Info    流程端子左AI检测完毕2026-06-29 20:44:33.933！    D:\MyCode\PublicWook\TDJS-Vision\Node\3-Detection\TDAI\NodeTDAI.cs    Run    289    
566 | 2026-06-29 20:44:32.694627 | 2026-06-29 20:44:33.933 | 1238.373 | 2026-06-29 20:44:32.694627    Info    流程端子右AI检测完毕2026-06-29 20:44:33.933！    D:\MyCode\PublicWook\TDJS-Vision\Node\3-Detection\TDAI\NodeTDAI.cs    Run    289    
571 | 2026-06-29 20:44:32.694919 | 2026-06-29 20:44:33.933 | 1238.081 | 2026-06-29 20:44:32.694919    Fatal    流程端子右Modbus发送信号开始2026-06-29 20:44:33.933    D:\MyCode\PublicWook\TDJS-Vision\Node\5-EquipmentCommunication\ModbusWrite\NodeModbusWrite.cs    Run    49    
572 | 2026-06-29 20:44:32.694923 | 2026-06-29 20:44:33.933 | 1238.077 | 2026-06-29 20:44:32.694923    Fatal    流程端子左Modbus发送信号开始2026-06-29 20:44:33.933    D:\MyCode\PublicWook\TDJS-Vision\Node\5-EquipmentCommunication\ModbusWrite\NodeModbusWrite.cs    Run    49    
573 | 2026-06-29 20:44:32.695404 | 2026-06-29 20:44:33.933 | 1237.596 | 2026-06-29 20:44:32.695404    Fatal    流程端子右Modbus发送信号完毕2026-06-29 20:44:33.933    D:\MyCode\PublicWook\TDJS-Vision\Node\5-EquipmentCommunication\ModbusWrite\NodeModbusWrite.cs    Run    152    
575 | 2026-06-29 20:44:32.696039 | 2026-06-29 20:44:33.934 | 1237.961 | 2026-06-29 20:44:32.696039    Fatal    流程端子左Modbus发送信号完毕2026-06-29 20:44:33.934    D:\MyCode\PublicWook\TDJS-Vision\Node\5-EquipmentCommunication\ModbusWrite\NodeModbusWrite.cs    Run    152    
593 | 2026-06-29 20:44:32.699753 | 2026-06-29 20:44:33.937 | 1237.247 | 2026-06-29 20:44:32.699753    Info    流程【端子右】专用线程Run结束, 耗时=51ms, 2026-06-29 20:44:33.937    D:\MyCode\PublicWook\TDJS-Vision\Node\1-Acquisition\ImageSource\NodeImageSource.cs    RunPendingCallbackFrame    287    
594 | 2026-06-29 20:44:32.699792 | 2026-06-29 20:44:33.937 | 1237.208 | 2026-06-29 20:44:32.699792    Info    流程【端子左】专用线程Run结束, 耗时=51ms, 2026-06-29 20:44:33.937    D:\MyCode\PublicWook\TDJS-Vision\Node\1-Acquisition\ImageSource\NodeImageSource.cs    RunPendingCallbackFrame    287    
595 | 2026-06-29 20:44:37.206274 | 2026-06-29 20:44:38.444 | 1237.726 | 2026-06-29 20:44:37.206274    Info    进入到回调函数右线芯(DA7501923) , 触发次数:4 2026-06-29 20:44:38.444    D:\MyCode\PublicWook\TDJS-Vision\Device\Camera\CameraHik.cs    GetImageCallBack    404    
596 | 2026-06-29 20:44:37.206376 | 2026-06-29 20:44:38.444 | 1237.624 | 2026-06-29 20:44:37.206376    Info    进入到回调函数左线芯(DA7501925) , 触发次数:4 2026-06-29 20:44:38.444    D:\MyCode\PublicWook\TDJS-Vision\Device\Camera\CameraHik.cs    GetImageCallBack    404    
598 | 2026-06-29 20:44:37.211013 | 2026-06-29 20:44:38.449 | 1237.987 | 2026-06-29 20:44:37.211013    Info    回调函数右线芯(DA7501923) 转换Mat成功, 总转换耗时:4ms, 2026-06-29 20:44:38.449    D:\MyCode\PublicWook\TDJS-Vision\Device\Camera\CameraHik.cs    GetImageCallBack    411    
599 | 2026-06-29 20:44:37.211025 | 2026-06-29 20:44:38.449 | 1237.975 | 2026-06-29 20:44:37.211025    Info    流程【右数线芯】接收Mat图像成功, 尺寸=1280x1024, 通道=3, 接收帧=5, 处理帧=5, 忙碌丢帧=0, 2026-06-29 20:44:38.449    D:\MyCode\PublicWook\TDJS-Vision\Node\1-Acquisition\ImageSource\NodeImageSource.cs    HandleCameraCallbackFrame    209    
600 | 2026-06-29 20:44:37.211030 | 2026-06-29 20:44:38.449 | 1237.97 | 2026-06-29 20:44:37.211030    Info    流程【右数线芯】相机回调帧已交给专用线程, 入队耗时=0ms, 2026-06-29 20:44:38.449    D:\MyCode\PublicWook\TDJS-Vision\Node\1-Acquisition\ImageSource\NodeImageSource.cs    HandleCameraCallbackFrame    215    
601 | 2026-06-29 20:44:37.211033 | 2026-06-29 20:44:38.449 | 1237.967 | 2026-06-29 20:44:37.211033    Info    回调函数右线芯(DA7501923) 执行完毕, 总耗时:4ms, 2026-06-29 20:44:38.449    D:\MyCode\PublicWook\TDJS-Vision\Device\Camera\CameraHik.cs    GetImageCallBack    424    
602 | 2026-06-29 20:44:37.211074 | 2026-06-29 20:44:38.449 | 1237.926 | 2026-06-29 20:44:37.211074    Info    流程【右数线芯】专用线程执行Run方法, 排队等待=0ms, 执行次数=5, 2026-06-29 20:44:38.449    D:\MyCode\PublicWook\TDJS-Vision\Node\1-Acquisition\ImageSource\NodeImageSource.cs    RunPendingCallbackFrame    275    
604 | 2026-06-29 20:44:37.211966 | 2026-06-29 20:44:38.450 | 1238.034 | 2026-06-29 20:44:37.211966    Info    流程右数线芯AI检测开始2026-06-29 20:44:38.450！    D:\MyCode\PublicWook\TDJS-Vision\Node\3-Detection\TDAI\NodeTDAI.cs    Run    67    
605 | 2026-06-29 20:44:37.212052 | 2026-06-29 20:44:38.450 | 1237.948 | 2026-06-29 20:44:37.212052    Info    流程右数线芯AI检测,图像获取完毕2026-06-29 20:44:38.450！    D:\MyCode\PublicWook\TDJS-Vision\Node\3-Detection\TDAI\NodeTDAI.cs    Run    74    
609 | 2026-06-29 20:44:37.212125 | 2026-06-29 20:44:38.450 | 1237.875 | 2026-06-29 20:44:37.212125    Info    流程右数线芯AI检测,Modbus地址 获取完毕:1212, 2026-06-29 20:44:38.450！    D:\MyCode\PublicWook\TDJS-Vision\Node\3-Detection\TDAI\NodeTDAI.cs    Run    136    
611 | 2026-06-29 20:44:37.214863 | 2026-06-29 20:44:38.453 | 1238.137 | 2026-06-29 20:44:37.214863    Info    回调函数左线芯(DA7501925) 转换Mat成功, 总转换耗时:8ms, 2026-06-29 20:44:38.453    D:\MyCode\PublicWook\TDJS-Vision\Device\Camera\CameraHik.cs    GetImageCallBack    411    
612 | 2026-06-29 20:44:37.214871 | 2026-06-29 20:44:38.453 | 1238.129 | 2026-06-29 20:44:37.214871    Info    流程【左数线芯】接收Mat图像成功, 尺寸=1280x1024, 通道=3, 接收帧=5, 处理帧=5, 忙碌丢帧=0, 2026-06-29 20:44:38.453    D:\MyCode\PublicWook\TDJS-Vision\Node\1-Acquisition\ImageSource\NodeImageSource.cs    HandleCameraCallbackFrame    209    
613 | 2026-06-29 20:44:37.214877 | 2026-06-29 20:44:38.453 | 1238.123 | 2026-06-29 20:44:37.214877    Info    流程【左数线芯】相机回调帧已交给专用线程, 入队耗时=0ms, 2026-06-29 20:44:38.453    D:\MyCode\PublicWook\TDJS-Vision\Node\1-Acquisition\ImageSource\NodeImageSource.cs    HandleCameraCallbackFrame    215    
614 | 2026-06-29 20:44:37.214879 | 2026-06-29 20:44:38.453 | 1238.121 | 2026-06-29 20:44:37.214879    Info    回调函数左线芯(DA7501925) 执行完毕, 总耗时:8ms, 2026-06-29 20:44:38.453    D:\MyCode\PublicWook\TDJS-Vision\Device\Camera\CameraHik.cs    GetImageCallBack    424    
615 | 2026-06-29 20:44:37.214923 | 2026-06-29 20:44:38.453 | 1238.077 | 2026-06-29 20:44:37.214923    Info    流程【左数线芯】专用线程执行Run方法, 排队等待=0ms, 执行次数=5, 2026-06-29 20:44:38.453    D:\MyCode\PublicWook\TDJS-Vision\Node\1-Acquisition\ImageSource\NodeImageSource.cs    RunPendingCallbackFrame    275    
617 | 2026-06-29 20:44:37.215697 | 2026-06-29 20:44:38.454 | 1238.303 | 2026-06-29 20:44:37.215697    Info    流程左数线芯AI检测开始2026-06-29 20:44:38.454！    D:\MyCode\PublicWook\TDJS-Vision\Node\3-Detection\TDAI\NodeTDAI.cs    Run    67    
618 | 2026-06-29 20:44:37.215762 | 2026-06-29 20:44:38.454 | 1238.238 | 2026-06-29 20:44:37.215762    Info    流程左数线芯AI检测,图像获取完毕2026-06-29 20:44:38.454！    D:\MyCode\PublicWook\TDJS-Vision\Node\3-Detection\TDAI\NodeTDAI.cs    Run    74    
622 | 2026-06-29 20:44:37.215815 | 2026-06-29 20:44:38.454 | 1238.185 | 2026-06-29 20:44:37.215815    Info    流程左数线芯AI检测,Modbus地址 获取完毕:1212, 2026-06-29 20:44:38.454！    D:\MyCode\PublicWook\TDJS-Vision\Node\3-Detection\TDAI\NodeTDAI.cs    Run    136    
623 | 2026-06-29 20:44:37.265815 | 2026-06-29 20:44:38.503 | 1237.185 | 2026-06-29 20:44:37.265815    Info    流程右数线芯AI检测推理完毕,结果数量:8 2026-06-29 20:44:38.503！    D:\MyCode\PublicWook\TDJS-Vision\Node\3-Detection\TDAI\NodeTDAI.cs    Run    249    
624 | 2026-06-29 20:44:37.265899 | 2026-06-29 20:44:38.504 | 1238.101 | 2026-06-29 20:44:37.265899    Info    流程右数线芯AI检测结果运算完毕2026-06-29 20:44:38.504！    D:\MyCode\PublicWook\TDJS-Vision\Node\3-Detection\TDAI\NodeTDAI.cs    Run    259    
626 | 2026-06-29 20:44:37.265934 | 2026-06-29 20:44:38.504 | 1238.066 | 2026-06-29 20:44:37.265934    Info    流程右数线芯AI检测完毕2026-06-29 20:44:38.504！    D:\MyCode\PublicWook\TDJS-Vision\Node\3-Detection\TDAI\NodeTDAI.cs    Run    289    
629 | 2026-06-29 20:44:37.266219 | 2026-06-29 20:44:38.504 | 1237.781 | 2026-06-29 20:44:37.266219    Fatal    流程右数线芯Modbus发送信号开始2026-06-29 20:44:38.504    D:\MyCode\PublicWook\TDJS-Vision\Node\5-EquipmentCommunication\ModbusWrite\NodeModbusWrite.cs    Run    49    
630 | 2026-06-29 20:44:37.266705 | 2026-06-29 20:44:38.504 | 1237.295 | 2026-06-29 20:44:37.266705    Fatal    流程右数线芯Modbus发送信号完毕2026-06-29 20:44:38.504    D:\MyCode\PublicWook\TDJS-Vision\Node\5-EquipmentCommunication\ModbusWrite\NodeModbusWrite.cs    Run    152    
640 | 2026-06-29 20:44:37.271505 | 2026-06-29 20:44:38.510 | 1238.495 | 2026-06-29 20:44:37.271505    Info    流程【右数线芯】专用线程Run结束, 耗时=60ms, 2026-06-29 20:44:38.510    D:\MyCode\PublicWook\TDJS-Vision\Node\1-Acquisition\ImageSource\NodeImageSource.cs    RunPendingCallbackFrame    287    
641 | 2026-06-29 20:44:37.272470 | 2026-06-29 20:44:38.510 | 1237.53 | 2026-06-29 20:44:37.272470    Info    流程左数线芯AI检测推理完毕,结果数量:6 2026-06-29 20:44:38.510！    D:\MyCode\PublicWook\TDJS-Vision\Node\3-Detection\TDAI\NodeTDAI.cs    Run    249    
642 | 2026-06-29 20:44:37.272524 | 2026-06-29 20:44:38.510 | 1237.476 | 2026-06-29 20:44:37.272524    Info    流程左数线芯AI检测结果运算完毕2026-06-29 20:44:38.510！    D:\MyCode\PublicWook\TDJS-Vision\Node\3-Detection\TDAI\NodeTDAI.cs    Run    259    
644 | 2026-06-29 20:44:37.272554 | 2026-06-29 20:44:38.510 | 1237.446 | 2026-06-29 20:44:37.272554    Info    流程左数线芯AI检测完毕2026-06-29 20:44:38.510！    D:\MyCode\PublicWook\TDJS-Vision\Node\3-Detection\TDAI\NodeTDAI.cs    Run    289    
647 | 2026-06-29 20:44:37.272785 | 2026-06-29 20:44:38.510 | 1237.215 | 2026-06-29 20:44:37.272785    Fatal    流程左数线芯Modbus发送信号开始2026-06-29 20:44:38.510    D:\MyCode\PublicWook\TDJS-Vision\Node\5-EquipmentCommunication\ModbusWrite\NodeModbusWrite.cs    Run    49    
648 | 2026-06-29 20:44:37.273257 | 2026-06-29 20:44:38.511 | 1237.743 | 2026-06-29 20:44:37.273257    Fatal    流程左数线芯Modbus发送信号完毕2026-06-29 20:44:38.511    D:\MyCode\PublicWook\TDJS-Vision\Node\5-EquipmentCommunication\ModbusWrite\NodeModbusWrite.cs    Run    152    
658 | 2026-06-29 20:44:37.276890 | 2026-06-29 20:44:38.515 | 1238.11 | 2026-06-29 20:44:37.276890    Info    流程【左数线芯】专用线程Run结束, 耗时=61ms, 2026-06-29 20:44:38.515    D:\MyCode\PublicWook\TDJS-Vision\Node\1-Acquisition\ImageSource\NodeImageSource.cs    RunPendingCallbackFrame    287    
659 | 2026-06-29 20:44:37.668710 | 2026-06-29 20:44:38.906 | 1237.29 | 2026-06-29 20:44:37.668710    Info    进入到回调函数右剥皮(DA7501940) , 触发次数:3 2026-06-29 20:44:38.906    D:\MyCode\PublicWook\TDJS-Vision\Device\Camera\CameraHik.cs    GetImageCallBack    404    
660 | 2026-06-29 20:44:37.668711 | 2026-06-29 20:44:38.906 | 1237.289 | 2026-06-29 20:44:37.668711    Info    进入到回调函数左剥皮(DA7501937) , 触发次数:2 2026-06-29 20:44:38.906    D:\MyCode\PublicWook\TDJS-Vision\Device\Camera\CameraHik.cs    GetImageCallBack    404    
662 | 2026-06-29 20:44:37.674179 | 2026-06-29 20:44:38.912 | 1237.821 | 2026-06-29 20:44:37.674179    Info    回调函数右剥皮(DA7501940) 转换Mat成功, 总转换耗时:5ms, 2026-06-29 20:44:38.912    D:\MyCode\PublicWook\TDJS-Vision\Device\Camera\CameraHik.cs    GetImageCallBack    411    
663 | 2026-06-29 20:44:37.674190 | 2026-06-29 20:44:38.912 | 1237.81 | 2026-06-29 20:44:37.674190    Info    流程【剥皮右】接收Mat图像成功, 尺寸=1280x1024, 通道=3, 接收帧=4, 处理帧=4, 忙碌丢帧=0, 2026-06-29 20:44:38.912    D:\MyCode\PublicWook\TDJS-Vision\Node\1-Acquisition\ImageSource\NodeImageSource.cs    HandleCameraCallbackFrame    209    
664 | 2026-06-29 20:44:37.674196 | 2026-06-29 20:44:38.912 | 1237.804 | 2026-06-29 20:44:37.674196    Info    流程【剥皮右】相机回调帧已交给专用线程, 入队耗时=0ms, 2026-06-29 20:44:38.912    D:\MyCode\PublicWook\TDJS-Vision\Node\1-Acquisition\ImageSource\NodeImageSource.cs    HandleCameraCallbackFrame    215    
665 | 2026-06-29 20:44:37.674199 | 2026-06-29 20:44:38.912 | 1237.801 | 2026-06-29 20:44:37.674199    Info    回调函数右剥皮(DA7501940) 执行完毕, 总耗时:5ms, 2026-06-29 20:44:38.912    D:\MyCode\PublicWook\TDJS-Vision\Device\Camera\CameraHik.cs    GetImageCallBack    424    
667 | 2026-06-29 20:44:37.674231 | 2026-06-29 20:44:38.912 | 1237.769 | 2026-06-29 20:44:37.674231    Info    回调函数左剥皮(DA7501937) 转换Mat成功, 总转换耗时:5ms, 2026-06-29 20:44:38.912    D:\MyCode\PublicWook\TDJS-Vision\Device\Camera\CameraHik.cs    GetImageCallBack    411    
668 | 2026-06-29 20:44:37.674238 | 2026-06-29 20:44:38.912 | 1237.762 | 2026-06-29 20:44:37.674238    Info    流程【剥皮左】接收Mat图像成功, 尺寸=1280x1024, 通道=3, 接收帧=3, 处理帧=3, 忙碌丢帧=0, 2026-06-29 20:44:38.912    D:\MyCode\PublicWook\TDJS-Vision\Node\1-Acquisition\ImageSource\NodeImageSource.cs    HandleCameraCallbackFrame    209    
669 | 2026-06-29 20:44:37.674238 | 2026-06-29 20:44:38.912 | 1237.762 | 2026-06-29 20:44:37.674238    Info    流程【剥皮右】专用线程执行Run方法, 排队等待=0ms, 执行次数=4, 2026-06-29 20:44:38.912    D:\MyCode\PublicWook\TDJS-Vision\Node\1-Acquisition\ImageSource\NodeImageSource.cs    RunPendingCallbackFrame    275    
670 | 2026-06-29 20:44:37.674244 | 2026-06-29 20:44:38.912 | 1237.756 | 2026-06-29 20:44:37.674244    Info    流程【剥皮左】相机回调帧已交给专用线程, 入队耗时=0ms, 2026-06-29 20:44:38.912    D:\MyCode\PublicWook\TDJS-Vision\Node\1-Acquisition\ImageSource\NodeImageSource.cs    HandleCameraCallbackFrame    215    
671 | 2026-06-29 20:44:37.674248 | 2026-06-29 20:44:38.912 | 1237.752 | 2026-06-29 20:44:37.674248    Info    回调函数左剥皮(DA7501937) 执行完毕, 总耗时:5ms, 2026-06-29 20:44:38.912    D:\MyCode\PublicWook\TDJS-Vision\Device\Camera\CameraHik.cs    GetImageCallBack    424    
672 | 2026-06-29 20:44:37.674284 | 2026-06-29 20:44:38.912 | 1237.716 | 2026-06-29 20:44:37.674284    Info    流程【剥皮左】专用线程执行Run方法, 排队等待=0ms, 执行次数=3, 2026-06-29 20:44:38.912    D:\MyCode\PublicWook\TDJS-Vision\Node\1-Acquisition\ImageSource\NodeImageSource.cs    RunPendingCallbackFrame    275    
676 | 2026-06-29 20:44:37.675533 | 2026-06-29 20:44:38.913 | 1237.467 | 2026-06-29 20:44:37.675533    Info    流程剥皮左AI检测开始2026-06-29 20:44:38.913！    D:\MyCode\PublicWook\TDJS-Vision\Node\3-Detection\TDAI\NodeTDAI.cs    Run    67    
677 | 2026-06-29 20:44:37.675562 | 2026-06-29 20:44:38.913 | 1237.438 | 2026-06-29 20:44:37.675562    Info    流程剥皮左AI检测,图像获取完毕2026-06-29 20:44:38.913！    D:\MyCode\PublicWook\TDJS-Vision\Node\3-Detection\TDAI\NodeTDAI.cs    Run    74    
682 | 2026-06-29 20:44:37.676401 | 2026-06-29 20:44:38.914 | 1237.599 | 2026-06-29 20:44:37.676401    Info    流程剥皮右AI检测开始2026-06-29 20:44:38.914！    D:\MyCode\PublicWook\TDJS-Vision\Node\3-Detection\TDAI\NodeTDAI.cs    Run    67    
683 | 2026-06-29 20:44:37.676416 | 2026-06-29 20:44:38.914 | 1237.584 | 2026-06-29 20:44:37.676416    Info    流程剥皮右AI检测,图像获取完毕2026-06-29 20:44:38.914！    D:\MyCode\PublicWook\TDJS-Vision\Node\3-Detection\TDAI\NodeTDAI.cs    Run    74    
687 | 2026-06-29 20:44:37.686038 | 2026-06-29 20:44:38.924 | 1237.962 | 2026-06-29 20:44:37.686038    Info    流程剥皮左AI检测,Modbus地址54 获取完毕:10, 2026-06-29 20:44:38.924！    D:\MyCode\PublicWook\TDJS-Vision\Node\3-Detection\TDAI\NodeTDAI.cs    Run    136    
688 | 2026-06-29 20:44:37.695984 | 2026-06-29 20:44:38.934 | 1238.016 | 2026-06-29 20:44:37.695984    Info    流程剥皮右AI检测,Modbus地址55 获取完毕:11, 2026-06-29 20:44:38.934！    D:\MyCode\PublicWook\TDJS-Vision\Node\3-Detection\TDAI\NodeTDAI.cs    Run    136    
689 | 2026-06-29 20:44:37.724831 | 2026-06-29 20:44:38.963 | 1238.169 | 2026-06-29 20:44:37.724831    Info    流程剥皮左AI检测推理完毕,结果数量:2 2026-06-29 20:44:38.963！    D:\MyCode\PublicWook\TDJS-Vision\Node\3-Detection\TDAI\NodeTDAI.cs    Run    163    
690 | 2026-06-29 20:44:37.724831 | 2026-06-29 20:44:38.963 | 1238.169 | 2026-06-29 20:44:37.724831    Info    流程剥皮右AI检测推理完毕,结果数量:2 2026-06-29 20:44:38.963！    D:\MyCode\PublicWook\TDJS-Vision\Node\3-Detection\TDAI\NodeTDAI.cs    Run    163    
691 | 2026-06-29 20:44:37.724867 | 2026-06-29 20:44:38.963 | 1238.133 | 2026-06-29 20:44:37.724867    Info    流程剥皮右AI检测结果值:下标:6  Box:0,508,504,98 ---下标:7  Box:504,530,234,55 --- 2026-06-29 20:44:38.963！    D:\MyCode\PublicWook\TDJS-Vision\Node\3-Detection\TDAI\Parse\RL12Parse.cs    Parse    54    
692 | 2026-06-29 20:44:37.724867 | 2026-06-29 20:44:38.963 | 1238.133 | 2026-06-29 20:44:37.724867    Info    流程剥皮左AI检测结果值:下标:7  Box:395,498,240,56 ---下标:6  Box:0,474,395,100 --- 2026-06-29 20:44:38.963！    D:\MyCode\PublicWook\TDJS-Vision\Node\3-Detection\TDAI\Parse\RL12Parse.cs    Parse    54    
693 | 2026-06-29 20:44:37.724906 | 2026-06-29 20:44:38.963 | 1238.094 | 2026-06-29 20:44:37.724906    Info    流程剥皮左AI检测结果运算完毕2026-06-29 20:44:38.963！    D:\MyCode\PublicWook\TDJS-Vision\Node\3-Detection\TDAI\NodeTDAI.cs    Run    174    
694 | 2026-06-29 20:44:37.724906 | 2026-06-29 20:44:38.963 | 1238.094 | 2026-06-29 20:44:37.724906    Info    流程剥皮右AI检测结果运算完毕2026-06-29 20:44:38.963！    D:\MyCode\PublicWook\TDJS-Vision\Node\3-Detection\TDAI\NodeTDAI.cs    Run    174    
695 | 2026-06-29 20:44:37.724920 | 2026-06-29 20:44:38.963 | 1238.08 | 2026-06-29 20:44:37.724920    Info    流程剥皮右AI检测完毕2026-06-29 20:44:38.963！    D:\MyCode\PublicWook\TDJS-Vision\Node\3-Detection\TDAI\NodeTDAI.cs    Run    289    
696 | 2026-06-29 20:44:37.724920 | 2026-06-29 20:44:38.963 | 1238.08 | 2026-06-29 20:44:37.724920    Info    流程剥皮左AI检测完毕2026-06-29 20:44:38.963！    D:\MyCode\PublicWook\TDJS-Vision\Node\3-Detection\TDAI\NodeTDAI.cs    Run    289    
701 | 2026-06-29 20:44:37.725168 | 2026-06-29 20:44:38.963 | 1237.832 | 2026-06-29 20:44:37.725168    Fatal    流程剥皮左Modbus发送信号开始2026-06-29 20:44:38.963    D:\MyCode\PublicWook\TDJS-Vision\Node\5-EquipmentCommunication\ModbusWrite\NodeModbusWrite.cs    Run    49    
702 | 2026-06-29 20:44:37.725169 | 2026-06-29 20:44:38.963 | 1237.831 | 2026-06-29 20:44:37.725169    Fatal    流程剥皮右Modbus发送信号开始2026-06-29 20:44:38.963    D:\MyCode\PublicWook\TDJS-Vision\Node\5-EquipmentCommunication\ModbusWrite\NodeModbusWrite.cs    Run    49    
