源文件: C:\Users\34652\Desktop\20260629_重新搭建方案后日志.log
异常定义: 同一日志行中，行首时间与消息内部 DateTime.Now 时间相差超过 100ms。
异常数量: 854
生成时间: 2026-06-29 22:30:36.023

格式: 行号 | 行首时间 | 内部时间 | 偏差ms | 原始日志
986 | 2026-06-29 22:00:23.251601 | 2026-06-29 22:00:24.489 | 1237.399 | 2026-06-29 22:00:23.251601    Info    流程【端子左】专用线程Run结束, 耗时=36ms, 2026-06-29 22:00:24.489    D:\MyCode\PublicWook\TDJS-Vision\Node\1-Acquisition\ImageSource\NodeImageSource.cs    RunPendingCallbackFrame    287    
987 | 2026-06-29 22:00:51.469540 | 2026-06-29 22:00:52.707 | 1237.46 | 2026-06-29 22:00:51.469540    Info    进入到回调函数左线芯(DA7501925) , 触发次数:6 2026-06-29 22:00:52.707    D:\MyCode\PublicWook\TDJS-Vision\Device\Camera\CameraHik.cs    GetImageCallBack    404    
988 | 2026-06-29 22:00:51.469537 | 2026-06-29 22:00:52.707 | 1237.463 | 2026-06-29 22:00:51.469537    Info    进入到回调函数右线芯(DA7501923) , 触发次数:6 2026-06-29 22:00:52.707    D:\MyCode\PublicWook\TDJS-Vision\Device\Camera\CameraHik.cs    GetImageCallBack    404    
991 | 2026-06-29 22:00:51.477407 | 2026-06-29 22:00:52.715 | 1237.593 | 2026-06-29 22:00:51.477407    Info    回调函数左线芯(DA7501925) 转换Mat成功, 总转换耗时:7ms, 2026-06-29 22:00:52.715    D:\MyCode\PublicWook\TDJS-Vision\Device\Camera\CameraHik.cs    GetImageCallBack    411    
992 | 2026-06-29 22:00:51.477407 | 2026-06-29 22:00:52.715 | 1237.593 | 2026-06-29 22:00:51.477407    Info    回调函数右线芯(DA7501923) 转换Mat成功, 总转换耗时:7ms, 2026-06-29 22:00:52.715    D:\MyCode\PublicWook\TDJS-Vision\Device\Camera\CameraHik.cs    GetImageCallBack    411    
993 | 2026-06-29 22:00:51.477418 | 2026-06-29 22:00:52.715 | 1237.582 | 2026-06-29 22:00:51.477418    Info    流程【右数线芯】接收Mat图像成功, 尺寸=1280x1024, 通道=3, 接收帧=7, 处理帧=7, 忙碌丢帧=0, 2026-06-29 22:00:52.715    D:\MyCode\PublicWook\TDJS-Vision\Node\1-Acquisition\ImageSource\NodeImageSource.cs    HandleCameraCallbackFrame    209    
994 | 2026-06-29 22:00:51.477418 | 2026-06-29 22:00:52.715 | 1237.582 | 2026-06-29 22:00:51.477418    Info    流程【左数线芯】接收Mat图像成功, 尺寸=1280x1024, 通道=3, 接收帧=7, 处理帧=7, 忙碌丢帧=0, 2026-06-29 22:00:52.715    D:\MyCode\PublicWook\TDJS-Vision\Node\1-Acquisition\ImageSource\NodeImageSource.cs    HandleCameraCallbackFrame    209    
995 | 2026-06-29 22:00:51.477424 | 2026-06-29 22:00:52.715 | 1237.576 | 2026-06-29 22:00:51.477424    Info    流程【左数线芯】相机回调帧已交给专用线程, 入队耗时=0ms, 2026-06-29 22:00:52.715    D:\MyCode\PublicWook\TDJS-Vision\Node\1-Acquisition\ImageSource\NodeImageSource.cs    HandleCameraCallbackFrame    215    
996 | 2026-06-29 22:00:51.477424 | 2026-06-29 22:00:52.715 | 1237.576 | 2026-06-29 22:00:51.477424    Info    流程【右数线芯】相机回调帧已交给专用线程, 入队耗时=0ms, 2026-06-29 22:00:52.715    D:\MyCode\PublicWook\TDJS-Vision\Node\1-Acquisition\ImageSource\NodeImageSource.cs    HandleCameraCallbackFrame    215    
997 | 2026-06-29 22:00:51.477427 | 2026-06-29 22:00:52.715 | 1237.573 | 2026-06-29 22:00:51.477427    Info    回调函数左线芯(DA7501925) 执行完毕, 总耗时:7ms, 2026-06-29 22:00:52.715    D:\MyCode\PublicWook\TDJS-Vision\Device\Camera\CameraHik.cs    GetImageCallBack    424    
998 | 2026-06-29 22:00:51.477431 | 2026-06-29 22:00:52.715 | 1237.569 | 2026-06-29 22:00:51.477431    Info    回调函数右线芯(DA7501923) 执行完毕, 总耗时:7ms, 2026-06-29 22:00:52.715    D:\MyCode\PublicWook\TDJS-Vision\Device\Camera\CameraHik.cs    GetImageCallBack    424    
999 | 2026-06-29 22:00:51.477436 | 2026-06-29 22:00:52.715 | 1237.564 | 2026-06-29 22:00:51.477436    Info    流程【左数线芯】专用线程执行Run方法, 排队等待=0ms, 执行次数=7, 2026-06-29 22:00:52.715    D:\MyCode\PublicWook\TDJS-Vision\Node\1-Acquisition\ImageSource\NodeImageSource.cs    RunPendingCallbackFrame    275    
1000 | 2026-06-29 22:00:51.477448 | 2026-06-29 22:00:52.715 | 1237.552 | 2026-06-29 22:00:51.477448    Info    流程【右数线芯】专用线程执行Run方法, 排队等待=0ms, 执行次数=7, 2026-06-29 22:00:52.715    D:\MyCode\PublicWook\TDJS-Vision\Node\1-Acquisition\ImageSource\NodeImageSource.cs    RunPendingCallbackFrame    275    
1003 | 2026-06-29 22:00:51.478718 | 2026-06-29 22:00:52.716 | 1237.282 | 2026-06-29 22:00:51.478718    Info    流程左数线芯AI检测开始2026-06-29 22:00:52.716！    D:\MyCode\PublicWook\TDJS-Vision\Node\3-Detection\TDAI\NodeTDAI.cs    Run    67    
1004 | 2026-06-29 22:00:51.478816 | 2026-06-29 22:00:52.716 | 1237.184 | 2026-06-29 22:00:51.478816    Info    流程左数线芯AI检测,图像获取完毕2026-06-29 22:00:52.716！    D:\MyCode\PublicWook\TDJS-Vision\Node\3-Detection\TDAI\NodeTDAI.cs    Run    74    
1008 | 2026-06-29 22:00:51.478885 | 2026-06-29 22:00:52.716 | 1237.115 | 2026-06-29 22:00:51.478885    Info    流程左数线芯AI检测,Modbus地址 获取完毕:1212, 2026-06-29 22:00:52.716！    D:\MyCode\PublicWook\TDJS-Vision\Node\3-Detection\TDAI\NodeTDAI.cs    Run    136    
1009 | 2026-06-29 22:00:51.479929 | 2026-06-29 22:00:52.718 | 1238.071 | 2026-06-29 22:00:51.479929    Info    流程右数线芯AI检测开始2026-06-29 22:00:52.718！    D:\MyCode\PublicWook\TDJS-Vision\Node\3-Detection\TDAI\NodeTDAI.cs    Run    67    
1010 | 2026-06-29 22:00:51.479973 | 2026-06-29 22:00:52.718 | 1238.027 | 2026-06-29 22:00:51.479973    Info    流程右数线芯AI检测,图像获取完毕2026-06-29 22:00:52.718！    D:\MyCode\PublicWook\TDJS-Vision\Node\3-Detection\TDAI\NodeTDAI.cs    Run    74    
1014 | 2026-06-29 22:00:51.480003 | 2026-06-29 22:00:52.718 | 1237.997 | 2026-06-29 22:00:51.480003    Info    流程右数线芯AI检测,Modbus地址 获取完毕:1212, 2026-06-29 22:00:52.718！    D:\MyCode\PublicWook\TDJS-Vision\Node\3-Detection\TDAI\NodeTDAI.cs    Run    136    
1015 | 2026-06-29 22:00:51.531591 | 2026-06-29 22:00:52.770 | 1238.409 | 2026-06-29 22:00:51.531591    Info    流程右数线芯AI检测推理完毕,结果数量:7 2026-06-29 22:00:52.770！    D:\MyCode\PublicWook\TDJS-Vision\Node\3-Detection\TDAI\NodeTDAI.cs    Run    249    
1016 | 2026-06-29 22:00:51.531669 | 2026-06-29 22:00:52.770 | 1238.331 | 2026-06-29 22:00:51.531669    Info    流程右数线芯AI检测结果运算完毕2026-06-29 22:00:52.770！    D:\MyCode\PublicWook\TDJS-Vision\Node\3-Detection\TDAI\NodeTDAI.cs    Run    259    
1018 | 2026-06-29 22:00:51.531698 | 2026-06-29 22:00:52.770 | 1238.302 | 2026-06-29 22:00:51.531698    Info    流程右数线芯AI检测完毕2026-06-29 22:00:52.770！    D:\MyCode\PublicWook\TDJS-Vision\Node\3-Detection\TDAI\NodeTDAI.cs    Run    289    
1021 | 2026-06-29 22:00:51.532549 | 2026-06-29 22:00:52.770 | 1237.451 | 2026-06-29 22:00:51.532549    Fatal    流程右数线芯Modbus发送信号开始2026-06-29 22:00:52.770    D:\MyCode\PublicWook\TDJS-Vision\Node\5-EquipmentCommunication\ModbusWrite\NodeModbusWrite.cs    Run    49    
1022 | 2026-06-29 22:00:51.533030 | 2026-06-29 22:00:52.770 | 1236.97 | 2026-06-29 22:00:51.533030    Fatal    流程右数线芯Modbus发送信号完毕2026-06-29 22:00:52.770    D:\MyCode\PublicWook\TDJS-Vision\Node\5-EquipmentCommunication\ModbusWrite\NodeModbusWrite.cs    Run    152    
1026 | 2026-06-29 22:00:51.537194 | 2026-06-29 22:00:52.774 | 1236.806 | 2026-06-29 22:00:51.537194    Info    流程左数线芯AI检测推理完毕,结果数量:7 2026-06-29 22:00:52.774！    D:\MyCode\PublicWook\TDJS-Vision\Node\3-Detection\TDAI\NodeTDAI.cs    Run    249    
1027 | 2026-06-29 22:00:51.537243 | 2026-06-29 22:00:52.774 | 1236.757 | 2026-06-29 22:00:51.537243    Info    流程左数线芯AI检测结果运算完毕2026-06-29 22:00:52.774！    D:\MyCode\PublicWook\TDJS-Vision\Node\3-Detection\TDAI\NodeTDAI.cs    Run    259    
1030 | 2026-06-29 22:00:51.537267 | 2026-06-29 22:00:52.774 | 1236.733 | 2026-06-29 22:00:51.537267    Info    流程左数线芯AI检测完毕2026-06-29 22:00:52.774！    D:\MyCode\PublicWook\TDJS-Vision\Node\3-Detection\TDAI\NodeTDAI.cs    Run    289    
1038 | 2026-06-29 22:00:51.537729 | 2026-06-29 22:00:52.776 | 1238.271 | 2026-06-29 22:00:51.537729    Fatal    流程左数线芯Modbus发送信号开始2026-06-29 22:00:52.776    D:\MyCode\PublicWook\TDJS-Vision\Node\5-EquipmentCommunication\ModbusWrite\NodeModbusWrite.cs    Run    49    
1039 | 2026-06-29 22:00:51.537823 | 2026-06-29 22:00:52.776 | 1238.177 | 2026-06-29 22:00:51.537823    Info    流程【右数线芯】专用线程Run结束, 耗时=60ms, 2026-06-29 22:00:52.776    D:\MyCode\PublicWook\TDJS-Vision\Node\1-Acquisition\ImageSource\NodeImageSource.cs    RunPendingCallbackFrame    287    
1040 | 2026-06-29 22:00:51.538204 | 2026-06-29 22:00:52.776 | 1237.796 | 2026-06-29 22:00:51.538204    Fatal    流程左数线芯Modbus发送信号完毕2026-06-29 22:00:52.776    D:\MyCode\PublicWook\TDJS-Vision\Node\5-EquipmentCommunication\ModbusWrite\NodeModbusWrite.cs    Run    152    
1048 | 2026-06-29 22:00:51.542532 | 2026-06-29 22:00:52.780 | 1237.468 | 2026-06-29 22:00:51.542532    Info    流程【左数线芯】专用线程Run结束, 耗时=65ms, 2026-06-29 22:00:52.780    D:\MyCode\PublicWook\TDJS-Vision\Node\1-Acquisition\ImageSource\NodeImageSource.cs    RunPendingCallbackFrame    287    
1051 | 2026-06-29 22:00:51.931871 | 2026-06-29 22:00:53.169 | 1237.129 | 2026-06-29 22:00:51.931871    Info    进入到回调函数右剥皮(DA7501940) , 触发次数:5 2026-06-29 22:00:53.169    D:\MyCode\PublicWook\TDJS-Vision\Device\Camera\CameraHik.cs    GetImageCallBack    404    
1052 | 2026-06-29 22:00:51.931961 | 2026-06-29 22:00:53.169 | 1237.039 | 2026-06-29 22:00:51.931961    Info    进入到回调函数左剥皮(DA7501937) , 触发次数:4 2026-06-29 22:00:53.169    D:\MyCode\PublicWook\TDJS-Vision\Device\Camera\CameraHik.cs    GetImageCallBack    404    
1054 | 2026-06-29 22:00:51.938644 | 2026-06-29 22:00:53.176 | 1237.356 | 2026-06-29 22:00:51.938644    Info    回调函数右剥皮(DA7501940) 转换Mat成功, 总转换耗时:6ms, 2026-06-29 22:00:53.176    D:\MyCode\PublicWook\TDJS-Vision\Device\Camera\CameraHik.cs    GetImageCallBack    411    
1055 | 2026-06-29 22:00:51.938657 | 2026-06-29 22:00:53.176 | 1237.343 | 2026-06-29 22:00:51.938657    Info    流程【剥皮右】接收Mat图像成功, 尺寸=1280x1024, 通道=3, 接收帧=6, 处理帧=6, 忙碌丢帧=0, 2026-06-29 22:00:53.176    D:\MyCode\PublicWook\TDJS-Vision\Node\1-Acquisition\ImageSource\NodeImageSource.cs    HandleCameraCallbackFrame    209    
1056 | 2026-06-29 22:00:51.938667 | 2026-06-29 22:00:53.176 | 1237.333 | 2026-06-29 22:00:51.938667    Info    流程【剥皮右】相机回调帧已交给专用线程, 入队耗时=0ms, 2026-06-29 22:00:53.176    D:\MyCode\PublicWook\TDJS-Vision\Node\1-Acquisition\ImageSource\NodeImageSource.cs    HandleCameraCallbackFrame    215    
1057 | 2026-06-29 22:00:51.938672 | 2026-06-29 22:00:53.176 | 1237.328 | 2026-06-29 22:00:51.938672    Info    回调函数右剥皮(DA7501940) 执行完毕, 总耗时:6ms, 2026-06-29 22:00:53.176    D:\MyCode\PublicWook\TDJS-Vision\Device\Camera\CameraHik.cs    GetImageCallBack    424    
1058 | 2026-06-29 22:00:51.938708 | 2026-06-29 22:00:53.176 | 1237.292 | 2026-06-29 22:00:51.938708    Info    流程【剥皮右】专用线程执行Run方法, 排队等待=0ms, 执行次数=6, 2026-06-29 22:00:53.176    D:\MyCode\PublicWook\TDJS-Vision\Node\1-Acquisition\ImageSource\NodeImageSource.cs    RunPendingCallbackFrame    275    
1061 | 2026-06-29 22:00:51.939564 | 2026-06-29 22:00:53.177 | 1237.436 | 2026-06-29 22:00:51.939564    Info    回调函数左剥皮(DA7501937) 转换Mat成功, 总转换耗时:7ms, 2026-06-29 22:00:53.177    D:\MyCode\PublicWook\TDJS-Vision\Device\Camera\CameraHik.cs    GetImageCallBack    411    
1062 | 2026-06-29 22:00:51.939575 | 2026-06-29 22:00:53.177 | 1237.425 | 2026-06-29 22:00:51.939575    Info    流程【剥皮左】接收Mat图像成功, 尺寸=1280x1024, 通道=3, 接收帧=5, 处理帧=5, 忙碌丢帧=0, 2026-06-29 22:00:53.177    D:\MyCode\PublicWook\TDJS-Vision\Node\1-Acquisition\ImageSource\NodeImageSource.cs    HandleCameraCallbackFrame    209    
1063 | 2026-06-29 22:00:51.939585 | 2026-06-29 22:00:53.177 | 1237.415 | 2026-06-29 22:00:51.939585    Info    流程【剥皮左】相机回调帧已交给专用线程, 入队耗时=0ms, 2026-06-29 22:00:53.177    D:\MyCode\PublicWook\TDJS-Vision\Node\1-Acquisition\ImageSource\NodeImageSource.cs    HandleCameraCallbackFrame    215    
1064 | 2026-06-29 22:00:51.939591 | 2026-06-29 22:00:53.177 | 1237.409 | 2026-06-29 22:00:51.939591    Info    回调函数左剥皮(DA7501937) 执行完毕, 总耗时:7ms, 2026-06-29 22:00:53.177    D:\MyCode\PublicWook\TDJS-Vision\Device\Camera\CameraHik.cs    GetImageCallBack    424    
1065 | 2026-06-29 22:00:51.939596 | 2026-06-29 22:00:53.177 | 1237.404 | 2026-06-29 22:00:51.939596    Info    流程【剥皮左】专用线程执行Run方法, 排队等待=0ms, 执行次数=5, 2026-06-29 22:00:53.177    D:\MyCode\PublicWook\TDJS-Vision\Node\1-Acquisition\ImageSource\NodeImageSource.cs    RunPendingCallbackFrame    275    
1068 | 2026-06-29 22:00:51.941336 | 2026-06-29 22:00:53.179 | 1237.664 | 2026-06-29 22:00:51.941336    Info    流程剥皮右AI检测开始2026-06-29 22:00:53.179！    D:\MyCode\PublicWook\TDJS-Vision\Node\3-Detection\TDAI\NodeTDAI.cs    Run    67    
1069 | 2026-06-29 22:00:51.941378 | 2026-06-29 22:00:53.179 | 1237.622 | 2026-06-29 22:00:51.941378    Info    流程剥皮右AI检测,图像获取完毕2026-06-29 22:00:53.179！    D:\MyCode\PublicWook\TDJS-Vision\Node\3-Detection\TDAI\NodeTDAI.cs    Run    74    
1074 | 2026-06-29 22:00:51.941971 | 2026-06-29 22:00:53.179 | 1237.029 | 2026-06-29 22:00:51.941971    Info    流程剥皮左AI检测开始2026-06-29 22:00:53.179！    D:\MyCode\PublicWook\TDJS-Vision\Node\3-Detection\TDAI\NodeTDAI.cs    Run    67    
1075 | 2026-06-29 22:00:51.941999 | 2026-06-29 22:00:53.179 | 1237.001 | 2026-06-29 22:00:51.941999    Info    流程剥皮左AI检测,图像获取完毕2026-06-29 22:00:53.179！    D:\MyCode\PublicWook\TDJS-Vision\Node\3-Detection\TDAI\NodeTDAI.cs    Run    74    
1079 | 2026-06-29 22:00:51.945190 | 2026-06-29 22:00:53.183 | 1237.81 | 2026-06-29 22:00:51.945190    Info    流程剥皮右AI检测,Modbus地址55 获取完毕:11, 2026-06-29 22:00:53.183！    D:\MyCode\PublicWook\TDJS-Vision\Node\3-Detection\TDAI\NodeTDAI.cs    Run    136    
1080 | 2026-06-29 22:00:51.955132 | 2026-06-29 22:00:53.193 | 1237.868 | 2026-06-29 22:00:51.955132    Info    流程剥皮左AI检测,Modbus地址54 获取完毕:10, 2026-06-29 22:00:53.193！    D:\MyCode\PublicWook\TDJS-Vision\Node\3-Detection\TDAI\NodeTDAI.cs    Run    136    
1081 | 2026-06-29 22:00:51.983697 | 2026-06-29 22:00:53.221 | 1237.303 | 2026-06-29 22:00:51.983697    Info    流程剥皮右AI检测推理完毕,结果数量:2 2026-06-29 22:00:53.221！    D:\MyCode\PublicWook\TDJS-Vision\Node\3-Detection\TDAI\NodeTDAI.cs    Run    163    
1082 | 2026-06-29 22:00:51.983697 | 2026-06-29 22:00:53.221 | 1237.303 | 2026-06-29 22:00:51.983697    Info    流程剥皮左AI检测推理完毕,结果数量:2 2026-06-29 22:00:53.221！    D:\MyCode\PublicWook\TDJS-Vision\Node\3-Detection\TDAI\NodeTDAI.cs    Run    163    
1083 | 2026-06-29 22:00:51.983760 | 2026-06-29 22:00:53.222 | 1238.24 | 2026-06-29 22:00:51.983760    Info    流程剥皮右AI检测结果值:下标:6  Box:0,499,507,102 ---下标:7  Box:507,509,232,59 --- 2026-06-29 22:00:53.222！    D:\MyCode\PublicWook\TDJS-Vision\Node\3-Detection\TDAI\Parse\RL12Parse.cs    Parse    54    
1084 | 2026-06-29 22:00:51.983760 | 2026-06-29 22:00:53.222 | 1238.24 | 2026-06-29 22:00:51.983760    Info    流程剥皮左AI检测结果值:下标:7  Box:396,503,239,57 ---下标:6  Box:0,474,396,102 --- 2026-06-29 22:00:53.222！    D:\MyCode\PublicWook\TDJS-Vision\Node\3-Detection\TDAI\Parse\RL12Parse.cs    Parse    54    
1085 | 2026-06-29 22:00:51.983816 | 2026-06-29 22:00:53.222 | 1238.184 | 2026-06-29 22:00:51.983816    Info    流程剥皮左AI检测结果运算完毕2026-06-29 22:00:53.222！    D:\MyCode\PublicWook\TDJS-Vision\Node\3-Detection\TDAI\NodeTDAI.cs    Run    174    
1086 | 2026-06-29 22:00:51.983816 | 2026-06-29 22:00:53.222 | 1238.184 | 2026-06-29 22:00:51.983816    Info    流程剥皮右AI检测结果运算完毕2026-06-29 22:00:53.222！    D:\MyCode\PublicWook\TDJS-Vision\Node\3-Detection\TDAI\NodeTDAI.cs    Run    174    
1087 | 2026-06-29 22:00:51.983840 | 2026-06-29 22:00:53.222 | 1238.16 | 2026-06-29 22:00:51.983840    Info    流程剥皮右AI检测完毕2026-06-29 22:00:53.222！    D:\MyCode\PublicWook\TDJS-Vision\Node\3-Detection\TDAI\NodeTDAI.cs    Run    289    
1088 | 2026-06-29 22:00:51.983840 | 2026-06-29 22:00:53.222 | 1238.16 | 2026-06-29 22:00:51.983840    Info    流程剥皮左AI检测完毕2026-06-29 22:00:53.222！    D:\MyCode\PublicWook\TDJS-Vision\Node\3-Detection\TDAI\NodeTDAI.cs    Run    289    
1093 | 2026-06-29 22:00:51.984244 | 2026-06-29 22:00:53.222 | 1237.756 | 2026-06-29 22:00:51.984244    Fatal    流程剥皮右Modbus发送信号开始2026-06-29 22:00:53.222    D:\MyCode\PublicWook\TDJS-Vision\Node\5-EquipmentCommunication\ModbusWrite\NodeModbusWrite.cs    Run    49    
1094 | 2026-06-29 22:00:51.984244 | 2026-06-29 22:00:53.222 | 1237.756 | 2026-06-29 22:00:51.984244    Fatal    流程剥皮左Modbus发送信号开始2026-06-29 22:00:53.222    D:\MyCode\PublicWook\TDJS-Vision\Node\5-EquipmentCommunication\ModbusWrite\NodeModbusWrite.cs    Run    49    
1095 | 2026-06-29 22:00:51.984764 | 2026-06-29 22:00:53.223 | 1238.236 | 2026-06-29 22:00:51.984764    Fatal    流程剥皮右Modbus发送信号完毕2026-06-29 22:00:53.223    D:\MyCode\PublicWook\TDJS-Vision\Node\5-EquipmentCommunication\ModbusWrite\NodeModbusWrite.cs    Run    152    
1097 | 2026-06-29 22:00:51.985404 | 2026-06-29 22:00:53.223 | 1237.596 | 2026-06-29 22:00:51.985404    Fatal    流程剥皮左Modbus发送信号完毕2026-06-29 22:00:53.223    D:\MyCode\PublicWook\TDJS-Vision\Node\5-EquipmentCommunication\ModbusWrite\NodeModbusWrite.cs    Run    152    
1115 | 2026-06-29 22:00:51.991281 | 2026-06-29 22:00:53.229 | 1237.719 | 2026-06-29 22:00:51.991281    Info    流程【剥皮左】专用线程Run结束, 耗时=51ms, 2026-06-29 22:00:53.229    D:\MyCode\PublicWook\TDJS-Vision\Node\1-Acquisition\ImageSource\NodeImageSource.cs    RunPendingCallbackFrame    287    
1116 | 2026-06-29 22:00:51.991286 | 2026-06-29 22:00:53.229 | 1237.714 | 2026-06-29 22:00:51.991286    Info    流程【剥皮右】专用线程Run结束, 耗时=52ms, 2026-06-29 22:00:53.229    D:\MyCode\PublicWook\TDJS-Vision\Node\1-Acquisition\ImageSource\NodeImageSource.cs    RunPendingCallbackFrame    287    
1117 | 2026-06-29 22:01:37.275823 | 2026-06-29 22:01:38.514 | 1238.177 | 2026-06-29 22:01:37.275823    Info    进入到回调函数右线芯(DA7501923) , 触发次数:7 2026-06-29 22:01:38.514    D:\MyCode\PublicWook\TDJS-Vision\Device\Camera\CameraHik.cs    GetImageCallBack    404    
1118 | 2026-06-29 22:01:37.275823 | 2026-06-29 22:01:38.514 | 1238.177 | 2026-06-29 22:01:37.275823    Info    进入到回调函数左线芯(DA7501925) , 触发次数:7 2026-06-29 22:01:38.514    D:\MyCode\PublicWook\TDJS-Vision\Device\Camera\CameraHik.cs    GetImageCallBack    404    
1120 | 2026-06-29 22:01:37.281199 | 2026-06-29 22:01:38.519 | 1237.801 | 2026-06-29 22:01:37.281199    Info    回调函数左线芯(DA7501925) 转换Mat成功, 总转换耗时:5ms, 2026-06-29 22:01:38.519    D:\MyCode\PublicWook\TDJS-Vision\Device\Camera\CameraHik.cs    GetImageCallBack    411    
1121 | 2026-06-29 22:01:37.281210 | 2026-06-29 22:01:38.519 | 1237.79 | 2026-06-29 22:01:37.281210    Info    流程【左数线芯】接收Mat图像成功, 尺寸=1280x1024, 通道=3, 接收帧=8, 处理帧=8, 忙碌丢帧=0, 2026-06-29 22:01:38.519    D:\MyCode\PublicWook\TDJS-Vision\Node\1-Acquisition\ImageSource\NodeImageSource.cs    HandleCameraCallbackFrame    209    
1122 | 2026-06-29 22:01:37.281215 | 2026-06-29 22:01:38.519 | 1237.785 | 2026-06-29 22:01:37.281215    Info    流程【左数线芯】相机回调帧已交给专用线程, 入队耗时=0ms, 2026-06-29 22:01:38.519    D:\MyCode\PublicWook\TDJS-Vision\Node\1-Acquisition\ImageSource\NodeImageSource.cs    HandleCameraCallbackFrame    215    
1123 | 2026-06-29 22:01:37.281218 | 2026-06-29 22:01:38.519 | 1237.782 | 2026-06-29 22:01:37.281218    Info    回调函数左线芯(DA7501925) 执行完毕, 总耗时:5ms, 2026-06-29 22:01:38.519    D:\MyCode\PublicWook\TDJS-Vision\Device\Camera\CameraHik.cs    GetImageCallBack    424    
1124 | 2026-06-29 22:01:37.281258 | 2026-06-29 22:01:38.519 | 1237.742 | 2026-06-29 22:01:37.281258    Info    流程【左数线芯】专用线程执行Run方法, 排队等待=0ms, 执行次数=8, 2026-06-29 22:01:38.519    D:\MyCode\PublicWook\TDJS-Vision\Node\1-Acquisition\ImageSource\NodeImageSource.cs    RunPendingCallbackFrame    275    
1127 | 2026-06-29 22:01:37.282112 | 2026-06-29 22:01:38.520 | 1237.888 | 2026-06-29 22:01:37.282112    Info    回调函数右线芯(DA7501923) 转换Mat成功, 总转换耗时:6ms, 2026-06-29 22:01:38.520    D:\MyCode\PublicWook\TDJS-Vision\Device\Camera\CameraHik.cs    GetImageCallBack    411    
1128 | 2026-06-29 22:01:37.282124 | 2026-06-29 22:01:38.520 | 1237.876 | 2026-06-29 22:01:37.282124    Info    流程【右数线芯】接收Mat图像成功, 尺寸=1280x1024, 通道=3, 接收帧=8, 处理帧=8, 忙碌丢帧=0, 2026-06-29 22:01:38.520    D:\MyCode\PublicWook\TDJS-Vision\Node\1-Acquisition\ImageSource\NodeImageSource.cs    HandleCameraCallbackFrame    209    
1129 | 2026-06-29 22:01:37.282135 | 2026-06-29 22:01:38.520 | 1237.865 | 2026-06-29 22:01:37.282135    Info    流程【右数线芯】相机回调帧已交给专用线程, 入队耗时=0ms, 2026-06-29 22:01:38.520    D:\MyCode\PublicWook\TDJS-Vision\Node\1-Acquisition\ImageSource\NodeImageSource.cs    HandleCameraCallbackFrame    215    
1130 | 2026-06-29 22:01:37.282140 | 2026-06-29 22:01:38.520 | 1237.86 | 2026-06-29 22:01:37.282140    Info    回调函数右线芯(DA7501923) 执行完毕, 总耗时:6ms, 2026-06-29 22:01:38.520    D:\MyCode\PublicWook\TDJS-Vision\Device\Camera\CameraHik.cs    GetImageCallBack    424    
1131 | 2026-06-29 22:01:37.282144 | 2026-06-29 22:01:38.520 | 1237.856 | 2026-06-29 22:01:37.282144    Info    流程【右数线芯】专用线程执行Run方法, 排队等待=0ms, 执行次数=8, 2026-06-29 22:01:38.520    D:\MyCode\PublicWook\TDJS-Vision\Node\1-Acquisition\ImageSource\NodeImageSource.cs    RunPendingCallbackFrame    275    
1132 | 2026-06-29 22:01:37.282170 | 2026-06-29 22:01:38.520 | 1237.83 | 2026-06-29 22:01:37.282170    Info    流程左数线芯AI检测开始2026-06-29 22:01:38.520！    D:\MyCode\PublicWook\TDJS-Vision\Node\3-Detection\TDAI\NodeTDAI.cs    Run    67    
1133 | 2026-06-29 22:01:37.282248 | 2026-06-29 22:01:38.520 | 1237.752 | 2026-06-29 22:01:37.282248    Info    流程左数线芯AI检测,图像获取完毕2026-06-29 22:01:38.520！    D:\MyCode\PublicWook\TDJS-Vision\Node\3-Detection\TDAI\NodeTDAI.cs    Run    74    
1138 | 2026-06-29 22:01:37.282309 | 2026-06-29 22:01:38.520 | 1237.691 | 2026-06-29 22:01:37.282309    Info    流程左数线芯AI检测,Modbus地址 获取完毕:1212, 2026-06-29 22:01:38.520！    D:\MyCode\PublicWook\TDJS-Vision\Node\3-Detection\TDAI\NodeTDAI.cs    Run    136    
1139 | 2026-06-29 22:01:37.282977 | 2026-06-29 22:01:38.521 | 1238.023 | 2026-06-29 22:01:37.282977    Info    流程右数线芯AI检测开始2026-06-29 22:01:38.521！    D:\MyCode\PublicWook\TDJS-Vision\Node\3-Detection\TDAI\NodeTDAI.cs    Run    67    
1140 | 2026-06-29 22:01:37.283004 | 2026-06-29 22:01:38.521 | 1237.996 | 2026-06-29 22:01:37.283004    Info    流程右数线芯AI检测,图像获取完毕2026-06-29 22:01:38.521！    D:\MyCode\PublicWook\TDJS-Vision\Node\3-Detection\TDAI\NodeTDAI.cs    Run    74    
1144 | 2026-06-29 22:01:37.283031 | 2026-06-29 22:01:38.521 | 1237.969 | 2026-06-29 22:01:37.283031    Info    流程右数线芯AI检测,Modbus地址 获取完毕:1212, 2026-06-29 22:01:38.521！    D:\MyCode\PublicWook\TDJS-Vision\Node\3-Detection\TDAI\NodeTDAI.cs    Run    136    
